Entity ID,Common Name,Scientific Name,Where Listed,Species Group,FWS Lead Region,FWS Listing Status,Critical Habitat Type,Federal Register Publication,Critical Habitat Shapefile,tsn,Acres and Miles
1176,Haha,Cyanea remyi,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),Download,34739,8117.3 acres
4630,Nohoanu,Geranium kauaiense,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,502760,14384.1 acres
710,"Buckwheat, cushenbury",Eriogonum ovalifolium var. vineum,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2002-12-24),Download,528014,6385.2 acres
605,No common name,Schiedea sarmentosa,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20223,8770.3 acres
786,"Orcutt grass, San Joaquin",Orcuttia inaequalis,Wherever found,Flowering Plants,Region 8,Threatened,Final,Federal Register (2006-02-10),Download,504051,136090.9 acres
717,"Geranium, Hawaiian red-flowered",Geranium arboreum,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,29140,40357.5 acres
1116,Nioi,Eugenia koolauensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,27194,612.9 acres
3387,Pilo kea lau li`i,Platydesma rostrata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,28996,25752.4 acres
1154,No common name,Spermolepis hawaiiensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,505318,30325.4 acres
765,Alani,Melicope balloui,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196016,37219.4 acres
1198,No common name,Diplazium molokaiense,Wherever found,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,17517,48427.2 acres
1146,No common name,Sanicula mariversa,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,202478,9454.4 acres
446,"Moth, Blackburn's sphinx",Manduca blackburni,Wherever found,Insects,Region 1,Endangered,Final,Federal Register (2003-06-10),Download,-840,3172.1 acres
4090,"Frog, Oregon spotted",Rana pretiosa,Wherever found,Amphibians,Region 1,Threatened,Final,Federal Register (2016-05-11),Download,173458,66000.4 acres
286,"Sturgeon (Gulf subspecies), Atlantic",Acipenser oxyrinchus (=oxyrhynchus) desotoi,Wherever found,Fishes,Region 4,Threatened,Final,Federal Register (2003-03-19),Download,624005,1488872.0 acres
9952,Haha,Cyanea kolekoleensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,506925,4913.8 acres
1171,"Piperia, Yadon's",Piperia yadonii,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2007-10-24),Download,507115,1748.5 acres
10232,No common name,Schiedea jacobii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,823581,21140.5 acres
4179,"Cactus, Fickeisen plains",Pediocactus peeblesianus fickeiseniae,Wherever found,Flowering Plants,Region 2,Endangered,Final,Federal Register (2016-08-18),Download,195354,16183.7 acres
3833,"Pigtoe, Georgia",Pleurobema hanleyianum,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2010-11-02),Download,80101,87.2 miles
3876,"Tree snail, Newcomb's",Newcombia cumingi,Wherever found,Snails,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,-51,65.1 acres
7046,No common name,Platydesma cornuta var. decurrens,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,529720,9454.4 acres
1502,`Akoko,Euphorbia eleanoriae,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,845511,3274.5 acres
7805,`Awikiwiki,Canavalia pubescens,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,501187,16841.2 acres
1103,Haha,Cyanea mannii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34718,14696.3 acres
9384,"Coral, elkhorn",Acropora palmata,Wherever found,Corals,NOAA,Threatened,Final,Federal Register (2008-11-26),Download,52861,1905062.3 acres
6297,"Chub, Gila",Gila intermedia,Wherever found,Fishes,Region 2,Endangered,Final,Federal Register (2005-11-02),Download,163560,9758.5 acres
3069,"Darter, trispot",Etheostoma trisella,Wherever found,Fishes,Region 4,Threatened,Proposed,Federal Register (2018-12-28),Download,168444,16490.0 acres; 162.7 miles
1065,Ma`oli`oli,Schiedea apokremnos,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),Download,20203,1613.4 acres
5434,"Salamander, Georgetown",Eurycea naufragia,Wherever found,Amphibians,Region 2,Threatened,Proposed,Federal Register (2013-01-25),Download,668291,658.8 acres
205,"Frog, California red-legged",Rana draytonii,Wherever found,Amphibians,Region 8,Threatened,Final,Federal Register (2010-03-17),Download,207009,1641246.1 acres
149,"Flycatcher, southwestern willow",Empidonax traillii extimus,Wherever found,Birds,Region 2,Endangered,Final,Federal Register (2013-01-03),Download,712529,209648.2 acres
8684,"Pocket gopher, Tenino",Thomomys mazama tumuli,Wherever found,Mammals,Region 1,Threatened,Final,Federal Register (2014-04-09),Download,900465,421.3 acres
1093,Awiwi,Schenkia sebaeoides,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,30047,4198.2 acres
961,nehe,Melanthera kamolensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,38797,16841.2 acres
8685,"Pocket gopher, Yelm",Thomomys mazama yelmensis,Wherever found,Mammals,Region 1,Threatened,Final,Federal Register (2014-04-09),Download,900466,518.5 acres
767,Alani,Melicope knudsenii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196031,3524.4 acres
10223,"nui, haha",Cyanea horrida,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34707,34431.0 acres
3194,"Pocket gopher, Roy Prairie",Thomomys mazama glacialis,Wherever found,Mammals,Region 1,Threatened,Final,Federal Register (2014-04-09),0 Acres or Miles Designated,900454,0 Acres or Miles
382,"Pigtoe, dark",Pleurobema furvum,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80099,182.3 miles
1262,"meadowfoam, large-flowered woolly",Limnanthes pumila ssp. grandiflora,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-07-21),Download,196070,5500.5 acres
7979,A`e,Zanthoxylum oahuense,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,28857,25740.9 acres
691,Ha`iwale,Cyrtandra subumbellata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,34248,31073.3 acres
1071,Laulihilihi,Schiedea stellarioides,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-02-27),,20224,
6966,"Salmon, coho",Oncorhynchus (=Salmo) kisutch,Central California Coast ESU,Fishes,NOAA,Endangered,Final,Federal Register (1999-05-05),,161977,
3871,`Akoko,Euphorbia remyi var. kauaiensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,535386,25752.4 acres
318,"Bean, purple",Villosa perpurpurea,Wherever found,Clams,Region 5,Endangered,Final,Federal Register (2004-08-31),Download,80219,292.6 miles
903,"Spineflower, Monterey",Chorizanthe pungens var. pungens,Wherever found,Flowering Plants,Region 8,Threatened,Final,Federal Register (2008-01-09),Download,527354,11148.3 acres
497,No common name,Achyranthes mutica,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,20758,1245.4 acres
5815,Steelhead,Oncorhynchus (=Salmo) mykiss,Middle Columbia River DPS,Fishes,NOAA,Threatened,Final,Federal Register (2000-02-16),Download,161989,17209.2 miles
866,No common name,Viola lanaiensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),,195692,
1230,Ha`iwale,Cyrtandra munroi,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34207,6473.6 acres
887,"Milk-vetch, Fish Slough",Astragalus lentiginosus var. piscinensis,Wherever found,Flowering Plants,Region 8,Threatened,Final,Federal Register (2005-06-09),Download,192582,8009.1 acres
7989,Steelhead,Oncorhynchus (=Salmo) mykiss,Snake River Basin DPS,Fishes,NOAA,Threatened,Final,Federal Register (2000-02-16),Download,161989,17209.2 miles
601,No common name,Sanicula purpurea,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,505005,1479.1 acres
1074,"Onion, Munz's",Allium munzii,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2013-04-16),Download,506825,80.3 acres
129,"Owl, Mexican spotted",Strix occidentalis lucida,Wherever found,Birds,Region 2,Threatened,Final,Federal Register (2004-08-31),Download,177928,9874150.8 acres
1106,Haha,Cyanea truncata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,34753,38877.7 acres
10228,haiwale,Cyrtandra ferripilosa,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,828696,32112.4 acres
801,"Bluegrass, Hawaiian",Poa sandvicensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-02-27),,41168,
370,"Heelsplitter, Carolina",Lasmigona decorata,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2002-07-02),Download,80140,85.8 miles
9962,No common name,Doryopteris angelica,Wherever found,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,897685,2549.4 acres
622,No common name,Schiedea obovata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,823600,9454.4 acres
7617,Ko`oko`olau,Bidens campylotheca ssp. pentamera,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,523679,44914.6 acres
665,"`Akoko, Ewa Plains",Euphorbia skottsbergii var. skottsbergii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,28166,705.7 acres
7800,"Massasauga (=rattlesnake), eastern",Sistrurus catenatus,Wherever found,Reptiles,Region 3,Threatened,Not Prudent,Federal Register (2016-09-30),,174304,
606,No common name,Schiedea verticillata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-05-22),Download,20225,185.1 acres
850,No common name,Tetramolopium rockii,Wherever found,Flowering Plants,Region 1,Threatened,Final,Federal Register (2016-03-30),Download,38833,3849.0 acres
1060,Holei,Ochrosia kilaueaensis,Wherever found,Flowering Plants,Region 1,Endangered,Not Prudent,Federal Register (2003-07-02),,30192,
2510,"Whale, North Atlantic Right",Eubalaena glacialis,Wherever found,Mammals,NOAA,Endangered,Final,Federal Register (2008-04-08),,180537,
693,Oha,Delissea subcordata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,34764,7747.3 acres
1525,"Cactus, Florida semaphore",Consolea corallicola,Wherever found,Flowering Plants,Region 4,Endangered,Final,Federal Register (2016-01-22),Download,511287,4382.8 acres
26,"Bat, little Mariana fruit",Pteropus tokudae,Wherever found,Mammals,Region 1,Endangered,Not Prudent,Federal Register (2002-10-15),,180040,
630,"Rock-cress, Braun's",Arabis perstellata,Wherever found,Flowering Plants,Region 4,Endangered,Final,Federal Register (2004-06-03),Download,22721,1052.0 acres
7170,lehua makanoe,Lysimachia daphnoides,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,24003,14384.1 acres
6578,"Salmon, coho",Oncorhynchus (=Salmo) kisutch,Southern Oregon - Northern California Coast ESU,Fishes,NOAA,Threatened,Final,Federal Register (2000-02-16),,161977,
1101,haha,Cyanea dunbariae,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,501860,17704.2 acres
496,"Thornmint, San Diego",Acanthomintha ilicifolia,Wherever found,Flowering Plants,Region 8,Threatened,Final,Federal Register (2008-08-26),Download,32426,1302.5 acres
2265,Kaulu,Pteralyxia macrocarpa,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,30206,40596.0 acres
1138,No common name,Phyllostegia warshaueri,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,504365,8862.8 acres
470,"Spider, Government Canyon Bat Cave",Neoleptoneta microps,Wherever found,Arachnids,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,862424,64.5 acres
685,Haha,Cyanea mceldowneyi,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34721,48191.3 acres
119,"Kingfisher, Guam Micronesian",Halcyon cinnamomina cinnamomina,Wherever found,Birds,Region 1,Endangered,Final,Federal Register (2004-10-28),Download,-1159,340.2 acres
299,"Shiner, Arkansas River",Notropis girardi,"Arkansas River Basin (AR, KS, NM, OK, TX)",Fishes,Region 2,Threatened,Final,Federal Register (2005-10-13),Download,163442,30266.4 acres
3596,"Shiner, sharpnose",Notropis oxyrhynchus,Wherever found,Fishes,Region 2,Endangered,Final,Federal Register (2014-08-04),Download,163415,583.3 miles
799,No common name,Phyllostegia glabra var. lanaiensis,Wherever found,Flowering Plants,Region 1,Endangered,Not Prudent,Federal Register (2003-01-09),,196159,
1143,Lo`ulu,Pritchardia napaliensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-02-27),,519627,
1050,Haha,Cyanea hamatiflora ssp. carlsonii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,523925,4848.7 acres
8347,Haiwale,Cyrtandra gracilis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,34153,25740.9 acres
4274,Steelhead,Oncorhynchus (=Salmo) mykiss,California Central Valley DPS,Fishes,NOAA,Threatened,Final,Federal Register (2005-09-02),Download,161989,8211.6 miles
384,"Moccasinshell, Gulf",Medionidus penicillatus,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2007-11-15),Download,80266,746.4 miles
1968,Haha,Cyanea kunthiana,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34709,53140.1 acres
756,Nehe,Lipochaeta lobata var. leptophylla,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,196321,1637.0 acres
732,No common name,Hesperomannia arbuscula,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,38776,11948.6 acres
7206,"Flax, Carter's small-flowered",Linum carteri carteri,Wherever found,Flowering Plants,Region 4,Endangered,Final,Federal Register (2015-08-17),Download,528813,2591.6 acres
10235,No common name,Festuca molokaiensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,-517,8770.3 acres
204,"Toad, arroyo (=arroyo southwestern)",Anaxyrus californicus,Wherever found,Amphibians,Region 8,Endangered,Final,Federal Register (2011-02-09),Download,773514,98556.0 acres
4565,"Bladderpod, White Bluffs",Physaria douglasii ssp. tuplashensis,Wherever found,Flowering Plants,Region 1,Threatened,Final,Federal Register (2013-12-20),Download,823381,1808.9 acres
2561,"Rocksnail, interrupted (=Georgia)",Leptoxis foremani,Wherever found,Snails,Region 4,Endangered,Final,Federal Register (2010-11-02),Download,71650,64.9 miles
9432,Steelhead,Oncorhynchus (=Salmo) mykiss,Puget Sound DPS,Fishes,NOAA,Threatened,Final,Federal Register (2016-11-02),,161989,
4858,Na`ena`e,Dubautia imbricata ssp. imbricata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,523992,4913.8 acres
1128,No common name,Lysimachia lydgatei,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,24010,7442.1 acres
1133,Kolea,Myrsine juddii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,23911,25740.9 acres
5232,"Otter, Northern Sea",Enhydra lutris kenyoni,Southwest Alaska DPS,Mammals,Region 7,Threatened,Final,Federal Register (2009-10-08),Download,622038,3805575.4 acres
3154,Ho`awa,Pittosporum napaliense,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,24086,2549.4 acres
6620,"Turtle, Sonoyta mud",Kinosternon sonoriense longifemorale,Wherever found,Reptiles,Region 2,Endangered,Proposed,Federal Register (2018-12-06),,208585,
847,No common name,Tetramolopium filiforme,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,38828,1637.0 acres
1369,"Pigtoe, fuzzy",Pleurobema strodeanum,Wherever found,Clams,Region 4,Threatened,Final,Federal Register (2012-10-10),Download,80113,1201.2 miles
7892,Haha,Cyanea asplenifolia,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34677,21430.5 acres
4740,Hoawa,Pittosporum halophilum,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,24080,3849.0 acres
939,Nohoanu,Geranium multiflorum,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,29143,59931.0 acres
1114,Na`ena`e,Dubautia plantaginea ssp. humilis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,524003,3003.8 acres
549,`Akoko,Euphorbia haeleeleana,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,28159,8453.1 acres
1092,No common name,Catesbaea melanocarpa,Wherever found,Flowering Plants,Region 4,Endangered,Final,Federal Register (2007-08-28),Download,34956,6.6 acres
531,"Thistle, La Graciosa",Cirsium loncholepis,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2009-11-03),Download,36383,23672.2 acres
1224,haha,Cyanea crispa,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,507713,38877.7 acres
3398,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,Snake River spring/summer-run ESU,Fishes,NOAA,Threatened,Final,Federal Register (1999-10-25),,161980,
2528,Steelhead,Oncorhynchus (=Salmo) mykiss,Upper Columbia River DPS,Fishes,NOAA,Threatened,Final,Federal Register (2000-02-16),Download,161989,17209.2 miles
454,"Beetle, Comal Springs dryopid",Stygoparnus comalensis,Wherever found,Insects,Region 2,Endangered,Final,Federal Register (2013-10-23),Download,193697,75.6 acres
8181,"Seagrass, Johnson's",Halophila johnsonii,Wherever found,Flowering Plants,NOAA,Threatened,Final,Federal Register (2000-04-05),Download,502870,20902.6 acres
1283,"beardtongue, Parachute",Penstemon debilis,Wherever found,Flowering Plants,Region 6,Threatened,Final,Federal Register (2012-08-13),Download,504208,15190.5 acres
9126,"Whale, killer",Orcinus orca,Southern Resident DPS,Mammals,NOAA,Endangered,Final,Federal Register (2006-11-29),Download,180469,2024416.8 acres
3271,"gartersnake, narrow-headed",Thamnophis rufipunctatus,Wherever found,Reptiles,Region 2,Threatened,Proposed,Federal Register (2013-07-10),Download,174148,190157.2 acres
3654,Steelhead,Oncorhynchus (=Salmo) mykiss,Central California Coast DPS,Fishes,NOAA,Threatened,Final,Federal Register (2005-09-02),Download,161989,8211.6 miles
10227,haha,Cyanea munroi,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,565113,4236.7 acres
1831,"Bladderpod, Short's",Physaria globosa,Wherever found,Flowering Plants,Region 4,Endangered,Final,Federal Register (2014-08-26),Download,823242,708.7 acres
1267,"Polygonum, Scotts Valley",Polygonum hickmanii,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2003-04-08),Download,565425,278.2 acres
514,"Barberry, Nevin's",Berberis nevinii,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2008-02-13),Download,18826,1.9 acres
1174,"Yellowhead, desert",Yermo xanthocephalus,Wherever found,Flowering Plants,Region 6,Threatened,Final,Federal Register (2004-03-16),Download,507242,356.4 acres
623,No common name,Schiedea trinervis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,823599,7195.8 acres
518,Uhi uhi,Mezoneuron kavaiense,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2018-08-21),,195912,
